Node, Score
367, 0.0024771808618250556
249, 0.0022692507574220188
145, 0.0021370761321248734
264, 0.0020768528574363113
266, 0.0020348564451434284
123, 0.0019323960002590127
127, 0.0019320367931510481
122, 0.0019211837703034642
1317, 0.0019123994559063753
5, 0.0019045499809652693
251, 0.001849059438194809
427, 0.0018338445102846182
149, 0.0017189518356396638
176, 0.001686754318427097
353, 0.0016585122675177072
390, 0.0016484642748783678
124, 0.0016297730892803003
559, 0.0016294589254770937
4, 0.0016099995248304196
7, 0.0015625503914373016
177, 0.0015430557294290662
146, 0.0015300951355381085
424, 0.001487802533370802
368, 0.0014843859020592586
3, 0.0014756717969150364
422, 0.0014454805029810096
147, 0.0014353857582925823
143, 0.0013997673773610095
248, 0.001398768054133883
369, 0.0013932681429821565
125, 0.0013669469142204049
128, 0.0013644819368292772
144, 0.001362553885538335
754, 0.0013350758019366005
8, 0.0013080419766688025
247, 0.0013074279572765472
126, 0.0012892465271100426
179, 0.001284058005422377
175, 0.0012807413571141663
121, 0.0012551070138021446
9, 0.0012487524456705071
2018, 0.0012472804794964065
174, 0.001230448255599392
352, 0.0012252082041544498
250, 0.0012170332063780598
667, 0.0011912210459456703
856, 0.0011717295272869505
252, 0.0011652540709599787
1245, 0.001142991906656718
148, 0.001113491782192956
246, 0.0011107722795164758
666, 0.0010986467853005748
762, 0.0010277713724101266
129, 0.0009918366483602221
2001, 0.0009820623920975063
423, 0.000977068808738316
265, 0.0009638318300767153
717, 0.0009438997333404422
697, 0.0008063597645609948
180, 0.0007733698078393762
238, 0.0007629575867516455
426, 0.0006704066769459913
1956, 0.0006703151264832866
753, 0.0006686121786280732
1246, 0.0006588383914414118
946, 0.0006505277916271523
17, 0.0006414239725426867
586, 0.0006304175566810897
2414, 0.0006205761129953472
718, 0.0005656315655089315
947, 0.0005605974447802722
31, 0.0005445607312720433
351, 0.000533677416814653
2098, 0.0005244938991730709
152, 0.0005181464958821388
698, 0.0004991490487970151
1903, 0.0004942407413080583
1056, 0.0004935465218726943
1022, 0.0004927351090134624
1787, 0.0004912095789608691
2377, 0.0004895920455457759
558, 0.0004894452592412677
1511, 0.000487303484642898
503, 0.0004837329508114605
285, 0.0004786709182593948
755, 0.00047559460856201277
983, 0.0004703238976888728
700, 0.00046531591727645076
554, 0.0004639253862389568
1227, 0.0004562988846858617
823, 0.0004552041634343382
3109, 0.0004517437278508363
3149, 0.0004506394634294833
261, 0.000446977781980945
1036, 0.00044408456053361055
219, 0.0004393144396434823
731, 0.000439237302677915
788, 0.0004390610902713248
695, 0.0004283482675622937
2064, 0.0004279484870191679
1842, 0.00042215493748880615
942, 0.0004199870912944667
478, 0.0004186750240632908
2579, 0.0004181357356653383
2254, 0.00041176118138697685
1591, 0.0004070786616952687
38, 0.0004065951160080763
3301, 0.0004026103119193016
3551, 0.00040166661184182673
2059, 0.00039836179005568094
921, 0.0003973721419933973
3981, 0.00039703491390576914
962, 0.00039574372825592783
2338, 0.00039544384699607326
612, 0.0003933835507853718
376, 0.00039305519490406566
2077, 0.00039262577597178993
1067, 0.0003897366781218929
852, 0.0003886536303228835
870, 0.00038843775823072825
1050, 0.0003860429403981203
1021, 0.00038487470768917137
837, 0.0003828688188086894
813, 0.000382282355397146
2086, 0.00038145094680947975
1001, 0.0003810655236439433
2194, 0.0003780469559158279
3813, 0.00037727113456942915
2042, 0.00037448292489384053
491, 0.0003739837376868096
1412, 0.00037344162552164416
2074, 0.0003732630392825646
1064, 0.0003732237893997829
924, 0.00037259427926267295
2975, 0.0003721567636279976
3218, 0.00037063106488618845
2214, 0.00036904156918883015
1575, 0.00036845739602717924
1451, 0.00036798934205885584
1087, 0.0003652830114342797
1608, 0.00036335298076644614
260, 0.0003607658774046881
840, 0.00036000811300941995
5338, 0.0003598437345843503
1157, 0.0003577903045056478
200, 0.00035775993390919106
2707, 0.00035596692921534295
4170, 0.00035493309800549487
108, 0.00035479793436347874
1860, 0.00035424950439888285
2017, 0.00035423071866071636
892, 0.00035389972294297043
2207, 0.0003533528900030439
1980, 0.00035315300325750406
113, 0.0003529076684959712
363, 0.00035208875971720627
2193, 0.0003518338441675928
3497, 0.0003513395804925939
459, 0.00035066688298424444
133, 0.00034941963704857606
513, 0.0003492571779345006
1867, 0.0003481134472837508
1800, 0.00034667825860764924
222, 0.0003464152498867581
585, 0.00034539588043919813
3849, 0.0003449266769565434
57, 0.0003448716585863042
1900, 0.0003445877836077873
584, 0.0003439235698493207
2383, 0.0003430752466222767
1023, 0.00034097642178173665
2652, 0.0003383088106362164
1688, 0.0003380761713683226
822, 0.00033669115047419454
873, 0.00033656523775548044
940, 0.0003363285088458687
5566, 0.0003361444573091341
132, 0.00033481174936051886
1539, 0.0003340048628490927
1983, 0.00033333336610988004
2322, 0.00033124726318525604
2538, 0.0003311666360445594
63, 0.0003302559829336175
1749, 0.00032999828020700026
2060, 0.0003299071567226665
1947, 0.0003298603592993748
5157, 0.0003297650143983244
665, 0.0003291471081886356
2411, 0.0003281765720106715
3105, 0.000328125623359448
114, 0.00032806162344741787
326, 0.00032669547098576173
1728, 0.0003265101205720936
918, 0.0003257345500971289
1509, 0.00032476218091120966
756, 0.00032383344188256964
1766, 0.00032367724870890083
10, 0.0003236378536434125
442, 0.0003219720605742034
2787, 0.00032185000630298514
2440, 0.0003217443040644236
2226, 0.00032046918514922287
2227, 0.00031903793355762784
5209, 0.00031787206164966955
23, 0.00031771439649153234
1097, 0.0003172809721284944
568, 0.0003172089392764076
2881, 0.0003164778348929989
820, 0.0003159683810236495
391, 0.0003157998716611831
2563, 0.00031571895971298897
881, 0.0003154557137513656
3166, 0.000314982492901723
2061, 0.00031481819076091024
2071, 0.0003146383825116372
377, 0.000313292044803396
658, 0.00031240248970950855
4854, 0.0003123426965018924
534, 0.00031182342215980025
2397, 0.00031073692081863216
2218, 0.00031044035716653516
2058, 0.00031028057190060035
158, 0.0003100432584244994
2228, 0.0003096328462113707
3002, 0.0003085574593474151
1812, 0.000307304634412382
2394, 0.00030702158142256763
1534, 0.00030628076068098904
255, 0.0003059932171681531
2362, 0.0003058975345974642
776, 0.00030575866920378304
1217, 0.0003055494181644893
520, 0.0003054455772357457
2399, 0.000305300519403558
894, 0.00030484594062361083
997, 0.0003046428311195215
1896, 0.00030438941524857464
2184, 0.00030329355138340025
552, 0.00030303902960415085
2015, 0.0003026302914449539
3029, 0.0003018970037939855
2594, 0.0003010574686662002
541, 0.00030103514146580436
96, 0.0003008704703753884
2547, 0.0003005583309948768
1940, 0.00030051995001532597
2062, 0.00030037030837118254
1901, 0.00029992344267954857
32, 0.00029908044752278995
262, 0.0002985120511263041
824, 0.000298474336843032
1669, 0.0002974491226141812
759, 0.00029724578339279846
1288, 0.00029686591910494075
3337, 0.00029668509392880086
4402, 0.0002964450339430754
2237, 0.0002963234265596171
2385, 0.0002960222555525046
164, 0.0002955986725018589
1492, 0.000295340529537537
711, 0.0002953150576201944
2875, 0.00029418825018400537
119, 0.0002938167025091454
2354, 0.00029338944262434876
818, 0.00029323633552749153
2224, 0.00029303240165023616
1313, 0.0002928652787535973
396, 0.0002927282268883164
43, 0.0002920915282471926
1287, 0.0002919867834835662
710, 0.00029122715388479756
1457, 0.0002911570726021073
855, 0.00029109641715145153
2225, 0.0002906270550109741
1999, 0.00029054808948213493
1726, 0.00029038794050693223
2646, 0.0002903554449800819
2785, 0.00029009959809336855
448, 0.00028998087268032136
77, 0.0002899526075203259
1103, 0.000289797853872534
1428, 0.00028942484679283625
2209, 0.00028930133519163996
578, 0.000288358868327991
3205, 0.00028820553593177984
1786, 0.0002878932315527814
2413, 0.0002871572156590549
2430, 0.00028583947944251273
2344, 0.0002857604252444298
3165, 0.0002854765140066954
922, 0.0002853537900564225
1068, 0.0002853388671121423
1376, 0.00028462644925051706
960, 0.00028458646640155277
3489, 0.00028451146206925746
3164, 0.00028403348611383554
2634, 0.000283286030929736
325, 0.0002832154214048515
725, 0.00028283360510258807
1904, 0.0002828234265922493
2035, 0.00028251671369571127
2026, 0.0002824132791676721
2236, 0.000281954968489868
1330, 0.0002814494663400068
4845, 0.00028133895181498616
2057, 0.0002811649919269999
3343, 0.0002811358924039261
2412, 0.00028063291249025963
2076, 0.0002799871408767206
92, 0.0002793139466971808
809, 0.00027910423650346765
3163, 0.0002783471757885883
1845, 0.00027789751442896046
1481, 0.0002773346741810163
703, 0.0002762832880935741
241, 0.0002756804321095764
1541, 0.0002754189658709324
2557, 0.0002753361196045015
2516, 0.0002752704881654798
2215, 0.00027497098872252034
1587, 0.0002742573720481126
3212, 0.0002740199861890741
2409, 0.0002738473836943291
2719, 0.00027306551157365417
909, 0.00027282791475109666
2063, 0.00027226997896878706
3304, 0.000272242542649473
2398, 0.0002721307026395279
998, 0.0002717240118905284
3481, 0.0002714187625249486
4587, 0.0002711846638966942
664, 0.0002706248382206045
3767, 0.000270368063288593
2569, 0.000269947580306285
2612, 0.00026932496831664414
808, 0.00026870734896020744
864, 0.0002682457466146368
1894, 0.00026817591559042954
1620, 0.0002679959376373074
660, 0.0002676485499907324
693, 0.00026763819813307576
1711, 0.00026742447756496543
253, 0.0002669563286255
2868, 0.0002668009507178683
5171, 0.000266567888920559
5017, 0.000266438671366253
3167, 0.00026594418544877634
3168, 0.00026594418544877634
629, 0.00026590917403874765
1070, 0.0002658819089808553
3363, 0.00026572148915145834
4063, 0.0002657073556408493
3509, 0.0002656026287307734
3114, 0.00026557328508996136
2395, 0.0002654879938942561
56, 0.0002654598996691286
2410, 0.0002653717418542783
2131, 0.00026507629539025614
2661, 0.00026500280824495596
2222, 0.00026496156896270456
2524, 0.00026471403995288544
826, 0.00026460520022706085
2337, 0.00026438425902402455
3768, 0.00026405242751804405
3617, 0.00026377464936091626
397, 0.00026377435437325533
4250, 0.0002636322407772963
906, 0.0002635700228257329
3017, 0.000263105453159167
258, 0.0002631044564148925
136, 0.0002627999962269472
2122, 0.0002626948062148491
1772, 0.0002626471729475126
295, 0.0002625530637463454
1475, 0.00026250519087423374
190, 0.0002624959556874087
821, 0.00026207096105054724
2163, 0.0002618805635584886
412, 0.0002611086200746403
575, 0.00026077736574510707
2206, 0.0002605602839432932
2208, 0.0002605602839432932
2210, 0.0002605602839432932
3344, 0.00026006412688576655
1524, 0.00025988642639371143
5048, 0.00025974458345475447
102, 0.00025965878526352766
1071, 0.00025965737191499603
637, 0.0002594327026078629
1973, 0.0002594116680475821
5940, 0.00025863806369212156
364, 0.0002585674609387585
5941, 0.0002583906011695634
2595, 0.0002581018331782145
2127, 0.000258021779731776
5451, 0.00025795116115172773
4166, 0.0002579182687967049
979, 0.00025767259387686855
2593, 0.00025763815697765893
1327, 0.0002575929622017945
919, 0.0002575635588349717
4159, 0.00025740223272503884
527, 0.00025712328527033914
2200, 0.0002570660189162262
2581, 0.0002569222471782862
1240, 0.000256861789183124
2223, 0.0002567716989075592
1866, 0.0002566466923597991
2373, 0.00025657941149252115
3568, 0.00025601998551185524
789, 0.0002558955682357318
1556, 0.0002558463186598225
5300, 0.0002556873586271239
106, 0.0002551536228396415
21, 0.0002548650150070788
4304, 0.00025475466102209534
804, 0.00025455908286262785
64, 0.0002545084699780159
819, 0.0002544225463225929
587, 0.00025430362663625747
243, 0.00025423019750302265
1061, 0.00025362965180243316
290, 0.00025349128726240516
393, 0.00025346649804630883
2552, 0.00025338764269299723
392, 0.00025328443428080646
3336, 0.0002532413644601909
398, 0.00025323244351608485
3772, 0.0002531157692858498
3789, 0.000253045323950434
1797, 0.0002530200315596917
2403, 0.0002530086701680024
4813, 0.0002528874567144467
5086, 0.0002526753312445159
626, 0.0002525520156977875
1418, 0.00025254214285282334
828, 0.0002524266971042748
982, 0.0002520490938051015
468, 0.00025169026580052845
532, 0.00025166115826705585
3335, 0.00025157650659396886
916, 0.0002515697826657051
802, 0.000251292029016052
3003, 0.00025119144726009674
1280, 0.000251059986569435
51, 0.0002507314429024315
142, 0.00025067959959009065
2773, 0.0002504930719924245
4540, 0.0002497770347599594
3750, 0.0002497639745986271
1898, 0.0002496712079969889
757, 0.00024876260185083954
2613, 0.00024850521451669894
2645, 0.00024794438320536436
5942, 0.000247899216719778
2543, 0.0002475925372704586
418, 0.0002474828784283079
1535, 0.0002471331299484137
1199, 0.00024700376279115916
5254, 0.00024695015028792204
944, 0.0002469333464616956
1424, 0.0002468740599543169
2400, 0.0002467339382975848
522, 0.0002467090242437023
1868, 0.0002466423358060341
898, 0.00024651009273378053
2216, 0.0002464113022253163
443, 0.00024602050328703835
6039, 0.0002458559151986854
1454, 0.0002455625829526094
531, 0.00024543256080484193
736, 0.00024500532641400804
2016, 0.0002444759402296848
4539, 0.00024442645700566623
2415, 0.00024390491540397688
3677, 0.0002438931808139174
4317, 0.00024388310807083014
394, 0.00024350969506139574
395, 0.00024350969506139574
3136, 0.0002428971966771192
2500, 0.000242587314182789
1297, 0.00024208831846915882
4227, 0.0002420837456099358
2259, 0.0002416829947751223
1899, 0.00024152719937557286
1143, 0.00024149868613031726
1144, 0.00024130242469866219
2396, 0.00024120257727929423
1476, 0.00024104862520536003
1644, 0.00024076989249975
1902, 0.00024024019130732015
2075, 0.00024007821136401924
1936, 0.00024007601803415
3066, 0.00023996972849556892
3563, 0.00023981616280738222
814, 0.0002396139355059891
1840, 0.0002394436481369318
740, 0.00023930941009509308
1670, 0.00023919641549957762
696, 0.00023918472634114888
62, 0.0002385807104544151
1837, 0.00023819058691634397
3370, 0.00023813893556254507
1911, 0.00023812735353496344
900, 0.0002380589981300738
2360, 0.0002380091108343981
510, 0.00023772888189767374
1085, 0.00023764698166796132
4491, 0.00023753653448166547
296, 0.00023751406387989522
5407, 0.00023741232745586358
3491, 0.00023729832882460995
3243, 0.00023721028889103573
5428, 0.00023716005062717746
2213, 0.00023685670617239294
810, 0.00023684313478247997
706, 0.00023668653964429637
914, 0.0002366098612010628
183, 0.00023655850670560097
1349, 0.00023614310112022078
3113, 0.00023496644516874104
1233, 0.00023472149894479294
4986, 0.00023456851192187777
3220, 0.00023455150598544852
2729, 0.0002344077811563762
3822, 0.00023440069119730692
604, 0.00023414406627171423
2713, 0.00023411574982866348
3169, 0.00023410786546146676
4273, 0.00023409683333058373
1402, 0.00023404643884586553
2089, 0.0002339531767029794
2358, 0.000233930525255938
1540, 0.00023384986228227575
4855, 0.00023376390609878336
3715, 0.000233724018335576
1115, 0.00023359918584082875
1444, 0.00023353835960709945
2968, 0.0002335135046911685
1219, 0.0002334938687549873
5283, 0.00023325942732540795
850, 0.00023321239345686263
1394, 0.0002331984748957114
3995, 0.00023307266026751988
1339, 0.00023229087387276534
969, 0.00023221434273207862
690, 0.00023188482539914196
889, 0.00023187715544201572
2211, 0.00023176869184711864
5105, 0.00023161974670206283
1501, 0.00023151335478094315
5483, 0.00023122745085194348
1456, 0.00023110240136007155
289, 0.00023098702946692889
1347, 0.00023089354216217185
712, 0.00023086519776911865
3808, 0.0002305504663071616
1606, 0.00023028097505965056
2078, 0.00023019946008408454
1342, 0.00023019287394866636
1350, 0.0002300968788388351
1487, 0.00023009564348456987
995, 0.00022959252549600574
3960, 0.00022932655444041222
2961, 0.00022932030223424694
4415, 0.0002292848274556658
1890, 0.00022888499728021061
5091, 0.00022884401408676107
1895, 0.00022882233443451258
1897, 0.00022882233443451258
2916, 0.00022865817512692817
50, 0.00022850902325507306
1881, 0.0002282570967968791
5437, 0.0002281496944953662
778, 0.00022784403441119367
835, 0.00022775024961934628
3456, 0.0002275611585032918
3781, 0.00022749286258241965
1332, 0.00022746494561392248
2789, 0.0002274075835096566
1072, 0.00022731453584114533
309, 0.00022719097414869232
1054, 0.0002269416849286928
1906, 0.00022685093965592502
2146, 0.0002267704157695021
3862, 0.0002266708432546291
1048, 0.0002265633698659169
2401, 0.00022625607445012026
2402, 0.00022625607445012026
2774, 0.00022622634983582508
2393, 0.00022622466000167237
1928, 0.00022609279120024275
3681, 0.00022598688214333073
1090, 0.00022598620835292542
215, 0.00022577669375079278
1441, 0.00022563486278453213
2212, 0.00022541839143320146
4173, 0.00022536393902211903
1047, 0.00022529984225674675
4793, 0.00022513819625969003
